Order_ID,Order_Date,Customer_ID,Customer_Name,Product,Category,Region,Quantity,Unit_Price,Sales,Profit
ORD00028,2026-05-22,CUST0241,Manpreet Singh,Washing Machine,Home Appliances,East,7,50409.49,352866.43,63504.43
ORD00029,2024-02-06,CUST0437,Anjali Gupta,Webcam,Accessories,Central,8,6827.79,54622.32,12261.43
ORD00030,2024-04-10,CUST0036,Simran Kumar,Desk,Furniture,North,2,24945.94,49891.88,6824.92
ORD00031,2024-02-27,CUST0228,Mehak Patel,Desk,Furniture,East,1,22971.91,22971.91,2638.9
ORD00032,2025-11-29,CUST0184,Neha Verma,Microwave,Home Appliances,South,9,8765.83,78892.47,10446.18
ORD00033,2024-09-03,CUST0088,Sahil Patel,Chair,Furniture,West,7,9923.39,69463.73,12082.67
ORD00034,2025-11-13,CUST0468,Manpreet Singh,Table,Furniture,North,5,16528.75,82643.75,11728.31
ORD00035,2026-08-25,CUST0461,Neha Gupta,Webcam,Accessories,East,3,7259.69,21779.07,1410.68
ORD00036,2024-07-22,CUST0301,Harpreet Kaur,Microwave,Home Appliances,West,8,19115.96,152927.68,33500.46
ORD00037,2024-10-29,CUST0437,Anjali Gupta,Headphones,Accessories,East,10,3609.26,36092.6,4395.78
ORD00038,2026-02-02,CUST0012,Priya Patel,Webcam,Accessories,West,1,1568.83,1568.83,364.16
ORD00039,2024-07-13,CUST0427,Anjali Malhotra,Refrigerator,Home Appliances,Central,6,62494.55,374967.3,35172.27
ORD00040,2025-03-27,CUST0129,Priya Patel,Chair,Furniture,North,1,13744.25,13744.25,1536.42
ORD00041,2025-03-01,CUST0297,Anjali Kapoor,Refrigerator,Home Appliances,South,5,26309.34,131546.7,15173.1
ORD00042,2024-09-20,CUST0103,Manpreet Patel,Desk,Furniture,West,5,15147.9,75739.5,16366.89
ORD00043,2024-05-24,CUST0496,Arjun Kaur,Washing Machine,Home Appliances,South,8,59820.09,478560.72,116088.62
ORD00044,2025-07-03,CUST0441,Neha Verma,Webcam,Accessories,North,7,2267.57,15872.99,837.84
ORD00045,2024-08-27,CUST0233,Isha Gupta,Washing Machine,Home Appliances,West,6,48397.12,290382.72,20811.5
ORD00046,2024-11-05,CUST0013,Karan Kumar,Refrigerator,Home Appliances,West,8,65335.67,522685.36,121198.99
ORD00047,2024-04-28,CUST0060,Rahul Kumar,Chair,Furniture,North,5,14301.4,71507.0,17818.51
ORD00048,2026-01-30,CUST0121,Aman Kaur,Sofa,Furniture,South,9,35413.97,318725.73,42653.58
ORD00049,2024-10-13,CUST0454,Priya Malhotra,Headphones,Accessories,North,10,10170.62,101706.2,13386.89
ORD00050,2024-04-11,CUST0354,Navjot Sharma,Refrigerator,Home Appliances,East,4,51036.82,204147.28,45134.93
ORD00051,2026-08-29,CUST0279,Mehak Gupta,Television,Home Appliances,West,4,48841.87,195367.48,47599.6
ORD00052,2024-05-08,CUST0047,Karan Verma,Chair,Furniture,Central,6,2657.52,15945.12,1574.0
ORD00053,2024-08-26,CUST0106,Rohit Singh,Mouse,Technology,East,4,1017.89,4071.56,865.66
ORD00054,2025-07-07,CUST0397,Manpreet Gupta,Chair,Furniture,East,3,5604.57,16813.71,4161.49
ORD00055,2025-01-01,CUST0409,Sahil Mehta,Chair,Furniture,South,1,10593.75,10593.75,808.95
ORD00056,2025-03-07,CUST0302,Arjun Patel,Television,Home Appliances,Central,1,29810.93,29810.93,2246.3
ORD00057,2024-04-21,CUST0059,Rahul Verma,Keyboard,Technology,West,6,2682.76,16096.56,2457.1
ORD00058,2025-10-20,CUST0258,Arjun Kaur,Chair,Furniture,North,9,11454.16,103087.44,11373.23
ORD00059,2026-07-20,CUST0032,Mehak Kumar,Power Bank,Accessories,West,2,2590.35,5180.7,767.02
ORD00060,2025-10-01,CUST0038,Karan Verma,Monitor,Technology,Central,2,24424.03,48848.06,3675.25
ORD00061,2025-06-01,CUST0281,Navjot Verma,Microwave,Home Appliances,Central,9,24897.93,224081.37,24420.29
ORD00062,2024-08-08,CUST0221,Rahul Kapoor,Laptop,Technology,West,9,91167.56,820508.04,159316.39
ORD00063,2026-01-17,CUST0232,Isha Sharma,Sofa,Furniture,North,8,30251.92,242015.36,31400.53
ORD00064,2025-12-04,CUST0161,Arjun Malhotra,Webcam,Accessories,West,6,7153.42,42920.52,10331.76
ORD00065,2025-01-16,CUST0035,Manpreet Verma,Laptop,Technology,South,2,45593.81,91187.62,18138.84
ORD00066,2024-05-05,CUST0285,Navjot Verma,Mouse,Technology,West,9,2891.56,26024.04,3016.95
ORD00067,2024-04-16,CUST0182,Karan Mehta,Headphones,Accessories,Central,10,11652.38,116523.8,13107.74
ORD00068,2024-12-24,CUST0260,Neha Patel,Table,Furniture,Central,4,21418.41,85673.64,18801.51
ORD00069,2026-02-24,CUST0189,Anjali Gupta,Monitor,Technology,Central,7,23500.7,164504.9,36031.68
ORD00070,2024-10-06,CUST0315,Anjali Malhotra,Mouse,Technology,East,5,2822.71,14113.55,787.4
ORD00071,2025-02-14,CUST0472,Manpreet Patel,Washing Machine,Home Appliances,North,3,18317.5,54952.5,8971.78
ORD00072,2025-04-09,CUST0073,Karan Malhotra,Laptop,Technology,East,4,84766.71,339066.84,42464.35
ORD00073,2026-06-23,CUST0081,Simran Verma,Washing Machine,Home Appliances,North,10,55522.99,555229.9,93969.75
ORD00074,2025-03-10,CUST0080,Manpreet Gupta,Chair,Furniture,West,5,10761.59,53807.95,7459.0
ORD00075,2025-03-16,CUST0311,Sahil Kaur,Power Bank,Accessories,North,9,1947.3,17525.7,1275.23
ORD00076,2024-02-26,CUST0146,Karan Singh,Webcam,Accessories,North,7,1886.05,13202.35,3259.52
ORD00077,2024-05-02,CUST0105,Rahul Kapoor,Refrigerator,Home Appliances,North,5,73714.47,368572.35,39765.06
ORD00078,2025-05-27,CUST0255,Priya Sharma,Speaker,Accessories,Central,9,3244.01,29196.09,5568.69
ORD00079,2025-04-15,CUST0427,Anjali Malhotra,Television,Home Appliances,North,1,48751.05,48751.05,6690.79
ORD00080,2025-02-18,CUST0442,Isha Mehta,Microwave,Home Appliances,North,7,16894.59,118262.13,12760.84
ORD00081,2025-12-07,CUST0495,Manpreet Mehta,Refrigerator,Home Appliances,East,10,76092.55,760925.5,108066.17
ORD00082,2024-03-21,CUST0046,Rahul Kapoor,Headphones,Accessories,West,10,3676.48,36764.8,4782.73
ORD00083,2025-10-10,CUST0446,Simran Kumar,Washing Machine,Home Appliances,North,3,29521.75,88565.25,5781.17
ORD00084,2024-05-29,CUST0272,Priya Verma,Desk,Furniture,East,3,11373.09,34119.27,3318.23
ORD00085,2026-03-02,CUST0102,Sahil Kaur,Table,Furniture,West,2,24005.38,48010.76,4101.52
ORD00086,2024-03-10,CUST0238,Mehak Singh,Webcam,Accessories,West,6,8846.1,53076.6,4256.29
ORD00087,2024-11-13,CUST0227,Sahil Gupta,Washing Machine,Home Appliances,West,6,48753.83,292522.98,44307.69
ORD00088,2026-06-03,CUST0232,Isha Sharma,Laptop,Technology,North,5,62124.26,310621.3,20297.92
ORD00089,2026-04-09,CUST0315,Anjali Malhotra,Power Bank,Accessories,Central,1,3237.38,3237.38,453.06
ORD00090,2024-03-04,CUST0334,Anjali Verma,Desk,Furniture,West,9,16705.12,150346.08,12053.58
ORD00091,2025-12-25,CUST0053,Karan Verma,Television,Home Appliances,West,3,57886.67,173660.01,10042.48
ORD00092,2026-03-04,CUST0225,Isha Singh,Desk,Furniture,East,5,11829.89,59149.45,7540.57
ORD00093,2025-01-30,CUST0348,Simran Malhotra,Monitor,Technology,East,2,9779.62,19559.24,3160.63
ORD00094,2024-11-13,CUST0130,Rahul Mehta,Desk,Furniture,West,3,5711.54,17134.62,3998.35
ORD00095,2025-11-17,CUST0067,Rohit Kapoor,Monitor,Technology,Central,6,23090.9,138545.4,29459.87
ORD00096,2024-08-07,CUST0048,Isha Patel,Webcam,Accessories,East,5,1654.96,8274.8,712.07
ORD00097,2024-10-29,CUST0486,Anjali Kapoor,Speaker,Accessories,North,3,4558.33,13674.99,1107.52
ORD00098,2025-01-20,CUST0260,Neha Patel,Monitor,Technology,South,10,31662.6,316626.0,24130.01
ORD00099,2025-11-23,CUST0084,Navjot Verma,Table,Furniture,South,1,23029.57,23029.57,3043.86
ORD00100,2024-09-01,CUST0497,Priya Kaur,Webcam,Accessories,East,8,7895.32,63162.56,6114.17
ORD00101,2025-04-17,CUST0495,Manpreet Mehta,Speaker,Accessories,East,10,6465.85,64658.5,15963.41
ORD00102,2024-05-21,CUST0399,Mehak Kaur,Power Bank,Accessories,East,4,4858.33,19433.32,4085.89
ORD00103,2025-06-12,CUST0027,Rohit Kaur,Webcam,Accessories,North,2,6213.6,12427.2,2389.5
ORD00104,2025-03-23,CUST0146,Karan Singh,Smartphone,Technology,North,9,29095.39,261858.51,20809.83
ORD00105,2025-02-09,CUST0485,Mehak Verma,Sofa,Furniture,Central,1,54808.34,54808.34,7288.38
ORD00106,2024-11-22,CUST0192,Mehak Mehta,Sofa,Furniture,North,6,59753.64,358521.84,34026.5
ORD00107,2025-04-28,CUST0430,Sahil Kumar,Refrigerator,Home Appliances,South,5,29631.97,148159.85,34592.25
ORD00108,2024-08-08,CUST0389,Manpreet Sharma,Power Bank,Accessories,South,2,3384.46,6768.92,364.17
ORD00109,2024-02-18,CUST0281,Navjot Verma,Headphones,Accessories,South,4,9537.9,38151.6,4205.46
ORD00110,2024-01-17,CUST0215,Arjun Sharma,Headphones,Accessories,Central,8,2219.44,17755.52,3006.86
ORD00111,2024-09-03,CUST0295,Manpreet Mehta,Table,Furniture,Central,1,12281.8,12281.8,2124.28
ORD00112,2025-06-22,CUST0214,Rohit Kapoor,Chair,Furniture,Central,6,8805.3,52831.8,3356.71
ORD00113,2025-01-17,CUST0260,Neha Patel,Keyboard,Technology,East,1,4467.99,4467.99,791.43
ORD00114,2025-11-03,CUST0383,Arjun Kaur,Monitor,Technology,North,6,29290.04,175740.24,17262.12
ORD00115,2025-10-20,CUST0396,Anjali Verma,Refrigerator,Home Appliances,South,9,23103.5,207931.5,24475.5
ORD00116,2026-03-05,CUST0426,Manpreet Kapoor,Power Bank,Accessories,West,3,3453.29,10359.87,648.74
ORD00117,2024-11-19,CUST0019,Rahul Kumar,Refrigerator,Home Appliances,East,4,23066.44,92265.76,20958.91
ORD00118,2026-06-01,CUST0264,Rahul Mehta,Power Bank,Accessories,North,4,1863.92,7455.68,799.41
ORD00119,2025-02-13,CUST0444,Rohit Sharma,Washing Machine,Home Appliances,West,6,24472.7,146836.2,20173.87
ORD00120,2025-01-11,CUST0459,Neha Malhotra,Webcam,Accessories,Central,8,9776.65,78213.2,14736.44
ORD00121,2024-07-03,CUST0137,Karan Kapoor,Keyboard,Technology,Central,10,1131.49,11314.9,2817.63
ORD00122,2025-09-09,CUST0151,Harpreet Patel,Television,Home Appliances,West,5,21805.86,109029.3,12134.87
ORD00123,2025-03-21,CUST0086,Rohit Kaur,Webcam,Accessories,East,6,5300.6,31803.6,5501.08
ORD00124,2026-03-31,CUST0328,Rohit Mehta,Laptop,Technology,South,7,80271.03,561897.21,68923.56
ORD00125,2024-03-09,CUST0488,Rahul Sharma,Smartphone,Technology,South,8,69406.85,555254.8,31627.2
ORD00126,2024-06-06,CUST0399,Mehak Kaur,Washing Machine,Home Appliances,West,10,37908.43,379084.3,21409.57
ORD00127,2025-06-26,CUST0486,Anjali Kapoor,Washing Machine,Home Appliances,East,2,41084.84,82169.68,13540.28
ORD00128,2024-07-09,CUST0204,Aman Patel,Washing Machine,Home Appliances,West,2,30979.81,61959.62,3419.1
ORD00129,2024-08-07,CUST0266,Simran Mehta,Headphones,Accessories,Central,5,3879.54,19397.7,3701.23
ORD00130,2026-07-09,CUST0147,Arjun Kapoor,Speaker,Accessories,West,2,3155.61,6311.22,886.15
ORD00131,2026-07-01,CUST0045,Rohit Kumar,Washing Machine,Home Appliances,East,9,54896.11,494064.99,78276.83
ORD00132,2024-07-24,CUST0436,Neha Sharma,Table,Furniture,South,9,24842.41,223581.69,21206.35
ORD00133,2026-04-02,CUST0122,Navjot Sharma,Headphones,Accessories,Central,10,4969.86,49698.6,6151.8
ORD00134,2026-02-26,CUST0067,Rohit Kapoor,Laptop,Technology,West,8,58557.44,468459.52,72676.4
ORD00135,2025-11-27,CUST0422,Karan Singh,Smartphone,Technology,Central,2,78066.58,156133.16,21857.85
ORD00136,2026-07-21,CUST0177,Karan Kaur,Table,Furniture,North,3,24194.54,72583.62,9909.38
ORD00137,2026-08-15,CUST0426,Manpreet Kapoor,Mouse,Technology,South,3,882.54,2647.62,218.15
ORD00138,2025-10-02,CUST0178,Isha Mehta,Television,Home Appliances,East,9,36301.45,326713.05,34269.0
ORD00139,2024-06-06,CUST0315,Anjali Malhotra,Mouse,Technology,South,10,2102.47,21024.7,5010.64
ORD00140,2026-08-29,CUST0338,Anjali Kumar,Television,Home Appliances,Central,1,85145.08,85145.08,5640.4
ORD00141,2025-10-04,CUST0136,Neha Malhotra,Sofa,Furniture,Central,1,42814.88,42814.88,6405.43
ORD00142,2024-03-15,CUST0149,Anjali Patel,Microwave,Home Appliances,North,7,10652.68,74568.76,8164.29
ORD00143,2024-05-27,CUST0081,Simran Verma,Power Bank,Accessories,East,4,2833.85,11335.4,1338.01
ORD00144,2025-06-11,CUST0442,Isha Mehta,Washing Machine,Home Appliances,Central,3,68719.45,206158.35,41671.41
ORD00145,2024-05-24,CUST0055,Isha Mehta,Refrigerator,Home Appliances,North,5,52653.08,263265.4,36835.88
ORD00146,2026-06-05,CUST0026,Navjot Kapoor,Microwave,Home Appliances,South,7,22419.11,156933.77,15639.09
ORD00147,2025-06-11,CUST0417,Aman Malhotra,Washing Machine,Home Appliances,West,3,27871.37,83614.11,12513.11
ORD00148,2024-09-03,CUST0256,Harpreet Kumar,Microwave,Home Appliances,South,7,6440.35,45082.45,6811.46
ORD00149,2026-05-13,CUST0299,Rohit Kapoor,Television,Home Appliances,West,8,19295.93,154367.44,26165.86
ORD00150,2026-02-21,CUST0147,Arjun Kapoor,Laptop,Technology,West,5,65855.67,329278.35,64374.45
ORD00151,2025-07-20,CUST0188,Harpreet Verma,Keyboard,Technology,East,9,1014.86,9133.74,812.27
ORD00152,2025-09-30,CUST0038,Karan Verma,Power Bank,Accessories,Central,5,4010.5,20052.5,4312.54
ORD00153,2025-01-09,CUST0061,Navjot Patel,Chair,Furniture,South,6,7120.75,42724.5,6902.84
ORD00154,2026-04-03,CUST0102,Sahil Kaur,Headphones,Accessories,West,3,1498.34,4495.02,866.27
ORD00155,2026-08-11,CUST0266,Simran Mehta,Speaker,Accessories,Central,9,9684.52,87160.68,6794.72
ORD00156,2025-06-03,CUST0164,Rahul Kumar,Sofa,Furniture,Central,5,59577.71,297888.55,50267.18
ORD00157,2025-11-20,CUST0273,Aman Malhotra,Webcam,Accessories,North,1,5536.59,5536.59,684.72
ORD00158,2026-03-12,CUST0214,Rohit Kapoor,Television,Home Appliances,Central,5,65737.32,328686.6,80006.97
ORD00159,2026-01-08,CUST0296,Mehak Gupta,Chair,Furniture,Central,3,9585.8,28757.4,4452.98
ORD00160,2026-08-28,CUST0397,Manpreet Gupta,Speaker,Accessories,North,4,12592.43,50369.72,2836.53
ORD00161,2024-07-27,CUST0098,Priya Sharma,Keyboard,Technology,West,3,2117.51,6352.53,842.29
ORD00162,2024-11-28,CUST0257,Karan Gupta,Headphones,Accessories,West,9,8763.53,78871.77,7214.27
ORD00163,2024-12-16,CUST0270,Rohit Kaur,Webcam,Accessories,Central,8,9631.83,77054.64,17909.41
ORD00164,2024-11-01,CUST0182,Karan Mehta,Microwave,Home Appliances,South,4,9653.02,38612.08,4085.21
ORD00165,2024-12-23,CUST0483,Harpreet Kapoor,Washing Machine,Home Appliances,Central,8,54654.85,437238.8,49586.44
ORD00166,2025-02-08,CUST0479,Rahul Verma,Washing Machine,Home Appliances,East,9,24337.45,219037.05,27585.27
ORD00167,2025-03-28,CUST0489,Arjun Kapoor,Desk,Furniture,East,2,4883.4,9766.8,1164.91
ORD00168,2025-07-29,CUST0383,Arjun Kaur,Speaker,Accessories,East,9,4227.92,38051.28,3965.95
ORD00169,2025-11-16,CUST0071,Manpreet Malhotra,Mouse,Technology,Central,4,2352.23,9408.92,926.7
ORD00170,2024-04-12,CUST0116,Priya Kumar,Chair,Furniture,South,6,3302.57,19815.42,3833.72
ORD00171,2024-07-23,CUST0003,Priya Kumar,Sofa,Furniture,East,8,44380.18,355041.44,51654.87
ORD00172,2024-08-25,CUST0165,Arjun Kumar,Television,Home Appliances,Central,2,92174.64,184349.28,33267.62
ORD00173,2024-02-07,CUST0379,Neha Kumar,Smartphone,Technology,West,3,39251.95,117755.85,27882.76
ORD00174,2024-01-10,CUST0404,Mehak Malhotra,Speaker,Accessories,East,5,14144.22,70721.1,15936.9
ORD00175,2026-06-29,CUST0291,Arjun Malhotra,Monitor,Technology,South,9,15683.16,141148.44,21858.77
ORD00176,2026-01-18,CUST0436,Neha Sharma,Webcam,Accessories,West,2,3138.9,6277.8,729.08
ORD00177,2025-08-04,CUST0332,Anjali Singh,Refrigerator,Home Appliances,South,6,20985.89,125915.34,26209.72
ORD00178,2024-04-07,CUST0090,Rahul Gupta,Power Bank,Accessories,South,2,2964.18,5928.36,771.67
ORD00179,2024-08-29,CUST0072,Mehak Kaur,Webcam,Accessories,West,1,9454.52,9454.52,965.85
ORD00180,2025-10-31,CUST0386,Aman Gupta,Washing Machine,Home Appliances,East,10,33701.18,337011.8,17621.39
ORD00181,2025-02-19,CUST0355,Sahil Mehta,Chair,Furniture,Central,8,10681.22,85449.76,9515.79
ORD00182,2024-08-14,CUST0473,Mehak Verma,Television,Home Appliances,South,5,69290.46,346452.3,42789.9
ORD00183,2025-12-19,CUST0491,Karan Kapoor,Sofa,Furniture,Central,10,21893.35,218933.5,27306.47
ORD00184,2024-03-24,CUST0468,Manpreet Singh,Speaker,Accessories,Central,10,11785.1,117851.0,26472.52
ORD00185,2025-07-14,CUST0229,Rahul Malhotra,Television,Home Appliances,Central,2,92965.8,185931.6,11593.13
ORD00186,2025-11-27,CUST0104,Manpreet Singh,Table,Furniture,South,9,13202.94,118826.46,16441.79
ORD00187,2025-04-09,CUST0368,Navjot Singh,Headphones,Accessories,South,8,10887.78,87102.24,18442.89
ORD00188,2026-04-06,CUST0263,Simran Verma,Power Bank,Accessories,East,9,3168.43,28515.87,4062.82
ORD00189,2025-08-15,CUST0371,Mehak Patel,Keyboard,Technology,North,1,1868.72,1868.72,372.18
ORD00190,2026-08-15,CUST0024,Mehak Verma,Webcam,Accessories,North,9,7453.27,67079.43,16691.02
ORD00191,2026-02-23,CUST0479,Rahul Verma,Headphones,Accessories,West,3,4158.0,12474.0,2542.13
ORD00192,2025-11-30,CUST0192,Mehak Mehta,Power Bank,Accessories,Central,7,4452.41,31166.87,3899.88
ORD00193,2024-05-10,CUST0069,Sahil Kaur,Television,Home Appliances,South,9,30170.26,271532.34,34922.24
ORD00194,2025-07-11,CUST0428,Sahil Mehta,Laptop,Technology,West,8,98709.44,789675.52,145853.05
ORD00195,2024-07-12,CUST0273,Aman Malhotra,Speaker,Accessories,North,6,4841.41,29048.46,2353.63
ORD00196,2024-02-04,CUST0017,Navjot Malhotra,Headphones,Accessories,West,2,3647.33,7294.66,511.93
ORD00197,2025-07-06,CUST0307,Priya Kumar,Smartphone,Technology,South,7,61837.88,432865.16,59645.6
ORD00198,2026-07-27,CUST0387,Priya Kaur,Smartphone,Technology,Central,5,45272.71,226363.55,21919.3
ORD00199,2025-06-17,CUST0164,Rahul Kumar,Refrigerator,Home Appliances,South,3,41123.51,123370.53,30489.68
ORD00200,2026-07-22,CUST0212,Priya Gupta,Washing Machine,Home Appliances,South,10,21169.8,211698.0,47831.63
ORD00201,2025-11-18,CUST0321,Manpreet Patel,Power Bank,Accessories,West,6,996.91,5981.46,1425.49
ORD00202,2026-02-11,CUST0403,Isha Verma,Microwave,Home Appliances,Central,5,13756.92,68784.6,8618.16
ORD00203,2026-07-25,CUST0243,Aman Singh,Table,Furniture,North,3,12518.41,37555.23,7929.98
ORD00204,2024-09-18,CUST0288,Harpreet Malhotra,Power Bank,Accessories,South,3,3140.6,9421.8,1203.01
ORD00205,2026-04-29,CUST0170,Mehak Kapoor,Keyboard,Technology,South,2,4357.96,8715.92,1369.51
ORD00206,2024-03-15,CUST0027,Rohit Kaur,Microwave,Home Appliances,South,10,18799.77,187997.7,10886.85
ORD00207,2026-07-19,CUST0412,Manpreet Sharma,Sofa,Furniture,North,6,24400.01,146400.06,16197.35
ORD00208,2025-12-13,CUST0109,Karan Kumar,Chair,Furniture,Central,8,11709.43,93675.44,21815.91
ORD00209,2024-10-16,CUST0361,Manpreet Mehta,Sofa,Furniture,West,9,56180.69,505626.21,57804.71
ORD00210,2025-04-22,CUST0239,Isha Kumar,Washing Machine,Home Appliances,North,9,31601.2,284410.8,64436.79
ORD00211,2024-02-16,CUST0412,Manpreet Sharma,Webcam,Accessories,Central,6,9271.81,55630.86,6263.17
ORD00212,2025-08-16,CUST0443,Navjot Verma,Table,Furniture,West,9,5405.5,48649.5,11527.58
ORD00213,2024-09-08,CUST0152,Sahil Sharma,Table,Furniture,West,7,13246.63,92726.41,15203.23
ORD00214,2025-10-19,CUST0282,Rohit Verma,Washing Machine,Home Appliances,West,8,57694.75,461558.0,112297.82
ORD00215,2026-07-27,CUST0236,Neha Patel,Desk,Furniture,Central,9,7554.58,67991.22,10039.81
ORD00216,2025-11-15,CUST0329,Neha Kapoor,Mouse,Technology,North,2,584.56,1169.12,279.46
ORD00217,2024-06-03,CUST0392,Mehak Singh,Keyboard,Technology,North,4,1377.46,5509.84,350.39
ORD00218,2025-11-06,CUST0112,Navjot Verma,Webcam,Accessories,West,10,2013.83,20138.3,4683.17
ORD00219,2026-01-09,CUST0009,Priya Kumar,Mouse,Technology,East,1,1879.11,1879.11,100.24
ORD00220,2026-07-20,CUST0275,Isha Patel,Television,Home Appliances,South,7,57688.36,403818.52,85300.02
ORD00221,2024-09-15,CUST0055,Isha Mehta,Mouse,Technology,East,4,872.24,3488.96,606.93
ORD00222,2024-09-06,CUST0137,Karan Kapoor,Headphones,Accessories,South,7,5103.57,35724.99,5065.79
ORD00223,2025-05-02,CUST0154,Rahul Malhotra,Laptop,Technology,North,7,45610.03,319270.21,40047.31
ORD00224,2024-12-05,CUST0327,Harpreet Patel,Smartphone,Technology,Central,7,15788.03,110516.21,19780.35
ORD00225,2026-06-07,CUST0440,Manpreet Verma,Mouse,Technology,Central,4,2797.88,11191.52,1032.79
ORD00226,2025-07-31,CUST0244,Navjot Gupta,Television,Home Appliances,North,5,93553.54,467767.7,107522.17
ORD00227,2026-04-20,CUST0092,Rohit Patel,Television,Home Appliances,West,10,96724.88,967248.8,76256.26
ORD00228,2026-05-19,CUST0476,Neha Singh,Monitor,Technology,West,4,12386.16,49544.64,8092.58
ORD00229,2025-12-06,CUST0347,Navjot Kumar,Microwave,Home Appliances,North,3,20356.58,61069.74,12708.59
ORD00230,2024-12-14,CUST0257,Karan Gupta,Television,Home Appliances,Central,4,23303.29,93213.16,20295.76
ORD00231,2025-04-06,CUST0394,Anjali Kaur,Webcam,Accessories,West,5,1751.82,8759.1,1810.59
ORD00232,2024-03-28,CUST0117,Simran Gupta,Microwave,Home Appliances,Central,10,14205.11,142051.1,25872.39
ORD00233,2026-03-13,CUST0152,Sahil Sharma,Chair,Furniture,South,3,3066.49,9199.47,1159.13
ORD00234,2024-11-11,CUST0379,Neha Kumar,Webcam,Accessories,West,2,4565.95,9131.9,466.08
ORD00235,2025-07-24,CUST0185,Priya Gupta,Television,Home Appliances,Central,3,26263.1,78789.3,10730.78
ORD00236,2025-09-03,CUST0263,Simran Verma,Headphones,Accessories,Central,6,1288.88,7733.28,1243.85
ORD00237,2024-03-27,CUST0402,Mehak Sharma,Microwave,Home Appliances,Central,7,6234.47,43641.29,5566.88
ORD00238,2024-11-04,CUST0464,Arjun Kumar,Table,Furniture,East,3,22132.9,66398.7,5163.69
ORD00239,2025-05-10,CUST0253,Neha Verma,Chair,Furniture,North,5,4173.7,20868.5,2800.98
ORD00240,2024-07-19,CUST0185,Priya Gupta,Refrigerator,Home Appliances,West,8,70462.96,563703.68,95131.35
ORD00241,2025-09-27,CUST0055,Isha Mehta,Desk,Furniture,West,7,4142.11,28994.77,3376.25
ORD00242,2024-11-24,CUST0412,Manpreet Sharma,Microwave,Home Appliances,Central,10,12359.99,123599.9,9544.99
ORD00243,2024-10-25,CUST0486,Anjali Kapoor,Sofa,Furniture,West,7,29138.25,203967.75,49716.13
